YORF,Name,NCBI gi,NCBI gi2,SGD ID,ORF status,"# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long",O_i (Integrated probability of peptide observations),n_i (# observed peptides),p_i (probability of correct protein identification),APEX,n_i (# observed peptides),p_i (probability of correct protein identification),APEX,p(YPD),p(YMD),p(null),Z (YMD-YPD),GFP- YPD,GFP - YMD,Western,2D gel,"Average (>=2 measurements out of APEX, Western, 2D)",SAGE,HDA,Wang,"Average (>=2 measurements out of SAGE,HDA, Wang)",Avg_protein/Avg_mRNA,MW (Da),PI,CAI (Codon Adaptation Index),Length,Codon Bias,FOP Score (Frequency of Optimal Codons),Gravy Score (Hydropathicity of Protein),"Aromaticity (Frequency of aromatic amino acids: Phe, Tyr, Trp)",PEST_abs,PEST_rel
YPL176C,YPL176C,6325081,,S000006097,ORF|Uncharacterized,195,49.98,,,,,,,0,0,0,,,,396,,,,1.8,0.86,1.33,,88755,4.64,0.107,783,,0.415,-0.247382,0.102171,187,0.24
YPL177C,CUP9,6325080,,S000006098,ORF|Verified,88,20.88,,,,,,,0,0,0,,,,521,,,2,2.2,1.48,1.893333333,,34653,10.15,0.115,306,0.033,0.428,-0.858824,0.075163,96,0.31
YPL178W,CBC2,6325079,,S000006099,ORF|Verified,71,19.95,,,,,,,0,0,0,,307,243.5,6200,,,,2.4,2.09,2.245,,23774,4.86,0.173,208,0.101,0.461,-0.703365,0.120192,58,0.28
YPL179W,PPQ1,6325078,,S000006100,ORF|Verified,177,42.24,,,,,,,0,0,0,,,,319,,,1,1.5,1.91,1.47,,61420,10.08,0.161,549,0.077,0.449,-0.50929,0.094718,157,0.29
YPL180W,SHD7,6325077,,S000006101,ORF|Verified,260,78.29,,,,2,0.63,1320,0,9.91E-05,5.22E-05,1.34,,,243,,,,0.4,1.75,1.075,,88844,8.29,0.125,799,0.005,0.406,-1.013892,0.047559,235,0.29
YPL181W,YPL181W,6325075,,S000006102,ORF|Verified,166,34.33,,,,,,,0,0,0,,65,57.5,1590,,,1,0.6,0.72,0.773333333,,57052,4.63,0.117,506,0.008,0.41,-1.193874,0.043478,174,0.34
YPL182C,YPL182C,6325076,,S000006103,ORF|Dubious,9,4.54,,,,,,,0,0,0,,,,,,,,0.4,1.09,0.745,,13208,6.25,0.097,127,0.087,0.439,0.620473,0.047244,,
YPL183C,YPL183C,6325074,,S000006104,ORF|Uncharacterized,290,90.16,,,,,,,0,0,0,,167,76.5,3450,,,,1.3,1.29,1.295,,114460,6.1,0.14,1013,0.042,0.443,-0.164659,0.103653,237,0.23
YPL183W-A,YPL183W-A,6325073,,S000007224,ORF|Uncharacterized,41,5.55,,,,,,,0,0,0,,182,236.880343,538,,,1,,,,,10698,11.89,0.115,93,0.114,0.449,-0.173118,0.086022,19,0.2
YPL184C,YPL184C,6325072,,S000006105,ORF|Uncharacterized,145,39.14,,,,5,0.73,7647,0,0.000247844,0.000130569,2.12,357.5,290.5,7950,,,,0.9,1.24,1.07,,68663,5.74,0.163,612,0.079,0.462,-0.476961,0.099673,135,0.22
YPL185W,YPL185W,6325070,,S000006106,ORF|Dubious,45,8.41,,,,,,,0,0,0,,,,,,,,,1.8,,,15796,10.24,0.135,131,0.021,0.431,0.174046,0.206107,,
YPL186C,UIP4,6325071,,S000006107,ORF|Verified,88,27.61,,,,,,,0,0,0,,,,,,,,,1.1,,,34221,4.24,0.146,304,-0.017,0.42,-1.238158,0.078947,104,0.34
YPL187W,MF(ALPHA)1,6325069,,S000006108,ORF|Verified,20,8.3,,,,,,,0,0,0,,,,,,,,,19.78,,,18642,4.81,0.263,165,0.31,0.572,-0.370909,0.115152,42,0.25
YPL188W,POS5,6325068,,S000006109,ORF|Verified,104,23.39,,,,,,,0,0,0,,,,4650,,,1,0.6,0.94,0.846666667,,46246,9.63,0.132,414,0.039,0.43,-0.299034,0.077295,114,0.28
YPL189W,GUP2,6325067,,S000006110,ORF|Verified,171,45.88,,,,1,0.26,465,0,4.96E-05,2.61E-05,0.95,,,,,,,,0.64,,,71288,10.38,0.121,609,,0.408,0.213136,0.164204,117,0.19
YPL190C,NAB3,6325066,,S000006111,ORF|Verified,145,34.69,,,,,,,0,0,0,,,,5830,,,1,0.8,1.49,1.096666667,,90438,4.22,0.205,802,0.155,0.506,-1.218703,0.058603,244,0.3
YPL191C,YPL191C,6325065,,S000006112,ORF|Uncharacterized,110,24.63,,,,1,0.66,2197,0,4.96E-05,2.61E-05,0.95,,,2050,,,1,0.1,0.91,0.67,,41032,5.68,0.141,360,0.005,0.412,-0.401111,0.075,84,0.23
YPL192C,PRM3,6325064,,S000006113,ORF|Verified,64,12.8,,,,,,,0,0,0,,,,,,,,0.2,1.31,0.755,,14428,11.11,0.143,133,0.102,0.466,-0.768421,0.037594,31,0.23
YPL193W,RSA1,6325063,,S000006114,ORF|Verified,110,30.91,,,,,,,0,0,0,,,,259,,,,0.3,1.31,0.805,,43997,6.06,0.12,381,-0.051,0.388,-1.136745,0.089239,107,0.28
YPL194W,DDC1,6325062,,S000006115,ORF|Verified,207,51.53,,,,1,0.42,668,0,4.96E-05,2.61E-05,0.95,,,238,,,,0.2,0.89,0.545,,69693,6.58,0.123,612,-0.022,0.412,-0.64085,0.073529,165,0.27
YPL195W,APL5,6325061,,S000006116,ORF|Verified,306,89.07,,,,2,0.71,1307,0,9.91E-05,5.22E-05,1.34,249,137.7168713,13500,,,2,1,1.92,1.64,,106923,4.8,0.168,932,0.078,0.463,-0.370279,0.07618,237,0.25
YPL196W,OXR1,6325060,,S000006117,ORF|Verified,86,21.96,,,,,,,0,0,0,,,,1560,,,2,0.4,0.91,1.103333333,,30779,5.52,0.122,273,0.022,0.415,-0.650183,0.102564,81,0.3
YPL197C,YPL197C,6325059,,S000006118,ORF|Dubious,15,4.64,,,,,,,0,0,0,,,,,,,,0.1,2.17,1.135,,15934,4.12,0.201,137,0.283,0.583,-0.051095,0.109489,,
YPL198W,RPL7B,6325058,,S000006119,ORF|Verified,117,27.29,66,1,224863,73,1,219336,0.003642384,0.003618519,0.003629811,-0.04,1712.5,2358,7080,,115971.4396,,14.3,14.7,14.5,7998,27696,10.97,0.716,244,0.782,0.871,-0.436475,0.090164,49,0.2
YPL199C,YPL199C,6325057,,S000006120,ORF|Uncharacterized,60,16.64,,,,1,0.42,2070,0,4.96E-05,2.61E-05,0.95,,,2130,,,,2.2,2.16,2.18,,26758,6.79,0.131,240,0.046,0.441,-0.799583,0.066667,47,0.2
YPL200W,CSM4,6325056,,S000006121,ORF|Verified,32,10.55,,,,,,,0,0,0,,,,,,,,,1.17,,,18307,5.02,0.087,156,-0.111,0.354,0.192308,0.121795,39,0.25
YPL201C,YPL201C,6325055,,S000006122,ORF|Uncharacterized,113,33.12,,,,,,,0,0,0,,,,,,,,,1.58,,,52873,5.99,0.124,461,0.027,0.438,-0.388069,0.119306,95,0.21
YPL202C,AFT2,6325054,,S000006123,ORF|Verified,144,31.19,,,,,,,0,0,0,,,,,,,1,0.6,1.14,0.913333333,,47104,9.15,0.133,416,-0.007,0.41,-0.615385,0.069712,120,0.29
YPL203W,TPK2,6325053,,S000006124,ORF|Verified,111,31.45,,,,,,,0,0,0,,65,84,2220,,,,0.9,1.67,1.285,,44219,7.22,0.154,380,0.096,0.468,-0.452631,0.115789,81,0.21
YPL204W,HRR25,6325052,,S000006125,ORF|Verified,166,39.04,,,,,,,0,0,0,,425.5,244,10300,,,2,1.5,1.41,1.636666667,,57340,10.07,0.161,494,0.143,0.486,-0.77834,0.09919,111,0.22
YPL205C,YPL205C,6325051,,S000006126,ORF|Dubious,39,7.11,,,,,,,0,0,0,,,,,,,,,1.69,,,13826,10.7,0.175,114,0.081,0.463,-0.216667,0.245614,,
YPL206C,YPL206C,6325050,,S000006127,ORF|Uncharacterized,108,30.93,,,,,,,0,0,0,,,,3270,,,,2,1.14,1.57,,37069,8.93,0.148,321,0.038,0.437,0.168224,0.11838,59,0.18
YPL207W,YPL207W,6325049,,S000006128,ORF|Uncharacterized,297,64.2,,,,,,,0,0,0,,226.5,186,5410,,,1,2.6,1.13,1.576666667,,89805,8.11,0.146,810,0.051,0.435,-0.451605,0.092593,188,0.23
YPL208W,YPL208W,6325048,,S000006129,ORF|Verified,174,48.92,,,,,,,0,0,0,,51.5,55,4800,,,1,0.6,1.06,0.886666667,,67178,4.86,0.142,583,0.041,0.437,-0.324014,0.114923,149,0.26
YPL209C,IPL1,6325047,,S000006130,ORF|Verified,159,33.62,,,,,,,0,0,0,,,,149,,,,0.1,,,,42946,10.53,0.097,367,-0.084,0.36,-0.664305,0.087193,84,0.23
YPL210C,SRP72,6325046,,S000006131,ORF|Verified,266,58.8,,,,,,,0,0,0,,395,368,11800,,,,1.2,2.35,1.775,,73540,10.21,0.171,640,0.102,0.47,-0.501406,0.079687,132,0.21
YPL211W,NIP7,6325045,,S000006132,ORF|Verified,62,20.1,,,,,,,0,0,0,,657,519.2585038,5170,,,5,4.5,2.89,4.13,,20381,10.06,0.187,181,0.133,0.483,-0.153039,0.093923,38,0.21
YPL212C,PUS1,6325044,,S000006133,ORF|Verified,228,57.15,,,,,,,0,0,0,,262.5,211.5,8130,,,,1.7,1.72,1.71,,62142,8.31,0.183,544,0.129,0.491,-0.779596,0.09375,131,0.24
YPL213W,LEA1,6325043,,S000006134,ORF|Verified,84,24.59,,,,,,,0,0,0,,,,3630,,,,0.4,1.1,0.75,,27193,7.64,0.109,238,0.017,0.4,-0.429832,0.037815,55,0.23
YPL214C,THI6,6325042,,S000006135,ORF|Verified,118,27.9,,,,,,,0,0,0,,,,,,,1,0.8,0.73,0.843333333,,58058,5.79,0.173,540,0.159,0.498,0.013518,0.061111,134,0.25
YPL215W,CBP3,6325041,,S000006136,ORF|Verified,148,42.85,,,,,,,0,0,0,,256,295,14200,,,,0.9,1.22,1.06,,39083,10.18,0.139,335,0.035,0.417,-0.561791,0.128358,81,0.24
YPL216W,YPL216W,6325040,,S000006137,ORF|Uncharacterized,413,93.4,,,,,,,0,0,0,,,,3060,,,,0.2,2.23,1.215,,128132,7.28,0.118,1102,-0.034,0.404,-0.521869,0.098004,267,0.24
YPL217C,BMS1,6325039,,S000006138,ORF|Verified,485,107.22,,,,,,,0,0,0,,,,,,,1,1.5,1.55,1.35,,135570,6.79,0.193,1183,0.152,0.5,-0.838546,0.078614,300,0.25
YPL218W,SAR1,6325038,,S000006139,ORF|Verified,50,20.23,,,,,,,0,0,0,,,,,,,15,5.8,6.55,9.116666667,,21450,5.12,0.35,190,0.387,0.622,-0.003684,0.110526,35,0.18
YPL219W,PCL8,6325037,,S000006140,ORF|Verified,138,40.58,,,,,,,0,0,0,,,,396,,,2,0.2,0.85,1.016666667,,55430,4.51,0.137,492,0.035,0.434,-0.650406,0.065041,131,0.27
YPL220W,RPL1A,6325036,,S000006141,ORF|Verified,94,22,44,1,185955,46,1,171445,0.002428256,0.002280163,0.002350238,-0.3,1295.5,907.5,116000,,150977.3935,,44.8,59.99,52.395,2882,24486,10.51,0.821,217,0.856,0.914,-0.270046,0.073733,43,0.2
YPL221W,BOP1,6325035,,S000006142,ORF|Uncharacterized,178,44.65,,,,,,,0,0,0,,481,285.244391,,,,1,1.1,1,1.033333333,,89290,8,0.15,793,0.121,0.48,0.112862,0.131148,177,0.22
YPL222W,YPL222W,6325034,,S000006143,ORF|Uncharacterized,199,56.53,,,,,,,0,0,0,,,,2430,,,,0.1,0.89,0.495,,78312,5.16,0.114,688,0.036,0.423,-0.347384,0.111919,161,0.23
YPL223C,GRE1,6325033,,S000006144,ORF|Verified,48,13.03,,,,,,,0,0,0,,,,,,,,,1.05,,,19026,4.4,0.216,168,0.247,0.554,-1.854762,0.083333,36,0.21
YPL224C,MMT2,6325032,,S000006145,ORF|Verified,100,28.93,1,0.38,1221,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,1,0.9,0.97,0.956666667,,48610,9.69,0.105,449,0.027,0.411,-0.01559,0.057906,119,0.27
YPL225W,YPL225W,6325031,,S000006146,ORF|Uncharacterized,57,16.9,1,0.56,3081,,,,5.52E-05,0,2.61E-05,-1.06,,,37500,,20290.45386,,8,3.48,5.74,,17445,5.07,0.267,146,0.229,0.56,-0.628082,0.157534,37,0.25
YPL226W,NEW1,6325030,,S000006147,ORF|Verified,383,104.42,,,,,,,0,0,0,,2488.5,1206,37600,,,2,2.5,2.32,2.273333333,,134330,5.67,0.304,1196,0.315,0.59,-0.515217,0.080268,291,0.24
YPL227C,ALG5,6325029,,S000006148,ORF|Verified,118,27.63,,,,,,,0,0,0,,269.5,145.5,5800,,,1,2.2,1.5,1.566666667,,38346,9.17,0.199,334,0.153,0.505,0.017365,0.10479,66,0.2
YPL228W,CET1,6325028,,S000006149,ORF|Verified,181,51.27,,,,,,,0,0,0,,,,3900,,,,0.4,1.32,0.86,,61849,5.36,0.156,549,0.04,0.443,-0.840984,0.060109,161,0.29
YPL229W,YPL229W,6325027,,S000006150,ORF|Uncharacterized,36,3.49,,,,,,,0,0,0,,,,922,,,,0.7,1.1,0.9,,23260,6.25,0.136,206,0.107,0.47,-0.814563,0.087379,68,0.33
YPL230W,YPL230W,6325026,,S000006151,ORF|Uncharacterized,98,14.62,,,,,,,0,0,0,,,,,,,,0.1,0.92,0.51,,43517,10.59,0.115,391,0.005,0.413,-1.005115,0.076726,141,0.36
YPL231W,FAS2,6325025,,S000006152,ORF|Verified,561,166.03,14,1,7840,49,1,24199,0.000772627,0.002428869,0.001645166,3.99,2322,2315,17000,,12420.02502,11,6.3,2.03,6.443333333,1928,206945,5.21,0.411,1887,0.499,0.701,-0.293588,0.075782,489,0.26
YPL232W,SSO1,6325024,,S000006153,ORF|Verified,94,18.05,,,,,,,0,0,0,,,,450,,,3,1.5,1.25,1.916666667,,33106,5.06,0.193,290,0.225,0.553,-0.582414,0.058621,58,0.2
YPL233W,NSL1,6325023,,S000006154,ORF|Verified,71,15.29,,,,,,,0,0,0,,,,3710,,,,0.2,1.22,0.71,,25416,4.52,0.171,216,0.161,0.517,-0.864352,0.069444,45,0.21
YPL234C,TFP3,6325022,,S000006155,ORF|Verified,13,3.52,,,,,,,0,0,0,,453,304,538,,,10,9.9,2.32,7.406666667,,17037,7.69,0.214,164,0.348,0.596,1.068903,0.097561,28,0.17
YPL235W,RVB2,6325021,,S000006156,ORF|Verified,149,41.94,,,,,,,0,0,0,,,,3030,,,1,3.1,1.91,2.003333333,,51611,5.06,0.195,471,0.178,0.515,-0.26879,0.044586,128,0.27
YPL236C,YPL236C,6325020,,S000006157,ORF|Uncharacterized,84,18.07,,,,,,,0,0,0,,,,,,,,0.3,1.11,0.705,,40748,4.88,0.118,364,0.085,0.452,-0.092857,0.074176,96,0.26
YPL237W,SUI3,6325018,,S000006158,ORF|Verified,123,31.01,,,,,,,0,0,0,,,,,,,,5.8,8.06,6.93,,31574,10.27,0.285,285,0.313,0.587,-0.678948,0.059649,73,0.26
YPL238C,YPL238C,6325019,,S000006159,ORF|Dubious,14,2.48,,,,,,,0,0,0,,,,,,,,0.6,5.33,2.965,,13703,4.93,0.096,129,0.033,0.394,0.655814,0.178295,,
YPL239W,YAR1,6325017,,S000006160,ORF|Verified,57,20.31,,,,,,,0,0,0,,467.5,338.6560693,13100,,,,3.1,1.71,2.405,,22355,4.2,0.152,200,0.053,0.452,-0.669,0.055,61,0.31
YPL240C,HSP82,6325016,,S000006161,ORF|Verified,274,75.78,112,1,137417,,,,0.006181015,0,0.00292474,-11.18,6395,3716,445000,52000,211472.3677,,1.3,13.4,7.35,28772,81406,4.66,0.518,709,0.6,0.768,-0.575317,0.081805,211,0.3
YPL241C,CIN2,6325015,,S000006162,ORF|Verified,99,22.18,,,,,,,0,0,0,,,,1630,,,,0.2,1.77,0.985,,30708,7.01,0.127,268,-0.02,0.417,-0.441045,0.093284,76,0.28
YPL242C,IQG1,6325014,,S000006163,ORF|Verified,556,140.11,2,0.7,929,1,0.34,199,0.000110375,4.96E-05,7.83E-05,-0.67,,,279,,604.0219861,,0.8,1.72,1.26,,172829,9.61,0.132,1495,0.033,0.434,-0.420535,0.099666,374,0.25
YPL243W,SRP68,6325013,,S000006164,ORF|Verified,221,56,,,,,,,0,0,0,,499,380,6280,,,1,2.4,2.23,1.876666667,,69005,9.44,0.176,599,0.112,0.474,-0.509015,0.081803,138,0.23
YPL244C,HUT1,6325012,,S000006165,ORF|Verified,86,20.18,,,,,,,0,0,0,,,,,,,1,1.8,2.17,1.656666667,,38075,10.56,0.114,339,0.068,0.444,0.381121,0.117994,63,0.19
YPL245W,YPL245W,6325011,,S000006166,ORF|Uncharacterized,171,49.02,,,,,,,0,0,0,,,,1130,,,,1.7,1.96,1.83,,52256,9.72,0.176,454,0.133,0.484,-0.543612,0.099119,93,0.2
YPL246C,YPL246C,6325010,,S000006167,ORF|Verified,48,12.08,,,,1,0.25,1697,0,4.96E-05,2.61E-05,0.95,641.5,448,7850,,,3,3.9,2.7,3.2,,29499,7.52,0.126,262,0.098,0.44,0.401527,0.148855,65,0.25
YPL247C,YPL247C,6325009,,S000006168,ORF|Uncharacterized,108,24.12,,,,,,,0,0,0,,,,799,,,1,0.3,1.02,0.773333333,,57323,5.8,0.099,523,0.013,0.402,-0.462715,0.086042,148,0.28
YPL248C,GAL4,6325008,,S000006169,ORF|Verified,209,47.38,,,,,,,0,0,0,,,,166,,,,,1.13,,,99402,7.14,0.116,881,0.009,0.411,-0.33008,0.087401,252,0.29
YPL249C,GYP5,6325007,,S000006170,ORF|Verified,270,74.86,,,,,,,0,0,0,,,,1940,,,,0.2,0.68,0.44,,101799,4.55,0.133,894,0.054,0.446,-0.759508,0.065996,280,0.31
YPL249C-A,RPL36B,6325006,,S000006438,ORF|Verified,62,11.22,,,,,,,0,0,0,,2278.5,2312.445615,5370,,,72,,,,,11135,12.15,0.8,100,0.783,0.866,-0.562,0.04,20,0.2
YPL250C,ICY2,6325005,,S000006171,ORF|Uncharacterized,16,3.45,,,,,,,0,0,0,,,,450,,,1,0.7,1.44,1.046666667,,14986,3.88,0.143,136,0.076,0.45,-0.399265,0.117647,48,0.35
YPL251W,YPL251W,6325003,,S000006172,ORF|Dubious,37,5.61,,,,,,,0,0,0,,,,,,,,0.1,1.44,0.77,,11349,10.68,0.109,100,0.058,0.436,0.186,0.15,,
YPL252C,YAH1,6325004,,S000006173,ORF|Verified,40,9.68,,,,,,,0,0,0,,189.5,464.0916803,14800,,,1,2.7,1.29,1.663333333,,18932,5.6,0.132,172,0.119,0.473,-0.334302,0.052326,47,0.27
YPL253C,VIK1,6325002,,S000006174,ORF|Verified,250,62.27,,,,,,,0,0,0,,,,,,,,0.3,1.17,0.735,,75729,7.82,0.154,647,0.055,0.454,-0.755487,0.072643,160,0.25
YPL254W,HFI1,6325001,,S000006175,ORF|Verified,131,35.22,1,0.25,660,,,,5.52E-05,0,2.61E-05,-1.06,,,7950,,4304.98791,,0.6,1.24,0.92,,54466,5.47,0.115,488,-0.067,0.361,-0.5625,0.063525,131,0.27
YPL255W,BBP1,6325000,,S000006176,ORF|Verified,164,50.83,,,,,,,0,0,0,,,,922,,,,0.3,1.02,0.66,,45384,6.46,0.109,385,0.003,0.403,-1.164416,0.090909,103,0.27
YPL256C,CLN2,6324999,,S000006177,ORF|Verified,103,25.92,1,0.65,2332,1,0.27,854,5.52E-05,4.96E-05,5.22E-05,-0.08,,,1270,,1800.80451,,1.2,1.49,1.345,,61696,5.68,0.174,545,0.176,0.518,-0.431376,0.084404,155,0.28
YPL257W,YPL257W,6324998,,S000006178,ORF|Uncharacterized,49,15.74,,,,,,,0,0,0,,,,,,,1,,0.9,0.95,,22197,9.66,0.115,193,0.03,0.429,0.358031,0.139896,39,0.2
YPL257W-A,YPL257W-A,7839204,,S000007357,transposable_element_gene,92,30.49,,,,,,,0,0,0,,,,,,,,,,,,48953,7.94,,440,,,,,151,0.34
YPL257W-B,YPL257W-B,7839205,,S000007358,transposable_element_gene,508,132.58,,,,,,,0,0,0,,,,,,,,,,,,198575,8.13,,1755,,,,,517,0.29
YPL258C,THI21,6324997,,S000006179,ORF|Verified,155,39.89,2,0.31,1445,,,,0.000110375,0,5.22E-05,-1.49,,,,,,1,0.4,1.11,0.836666667,,61334,5.82,0.193,551,0.208,0.533,-0.156624,0.083485,136,0.25
YPL259C,APM1,6324996,,S000006180,ORF|Verified,151,36.79,,,,,,,0,0,0,,,,4420,,,2,0.7,1.32,1.34,,53873,9.05,0.138,475,0.009,0.426,-0.361895,0.084211,125,0.26
YPL260W,YPL260W,6324994,,S000006181,ORF|Uncharacterized,175,42.39,,,,,,,0,0,0,,633.5,544,,,,1,1,1.34,1.113333333,,62779,4.85,0.189,551,0.148,0.491,-0.706534,0.050817,151,0.27
YPL261C,YPL261C,6324995,,S000006182,ORF|Dubious,32,7.45,,,,,,,0,0,0,,,,,,,,0.2,1.39,0.795,,11841,10.48,0.066,102,-0.193,0.278,0.507843,0.156863,,
YPL262W,FUM1,6324993,,S000006183,ORF|Verified,133,33.65,,,,6,1,14620,0,0.000297413,0.000156683,2.32,124,447,6920,,,1,3.1,2,2.033333333,,53151,8.26,0.253,488,0.302,0.583,-0.206352,0.063525,114,0.23
YPL263C,KEL3,6324992,,S000006184,ORF|Verified,230,47.2,,,,,,,0,0,0,,376,279,4010,,,2,1.5,1.68,1.726666667,,75433,4.86,0.197,651,0.12,0.485,-1.081413,0.101382,171,0.26
YPL264C,YPL264C,6324991,,S000006185,ORF|Uncharacterized,53,15.15,,,,,,,0,0,0,,,,,,,2,0.2,0.58,0.926666667,,39702,7.77,0.124,353,0.09,0.453,0.53881,0.116147,80,0.23
YPL265W,DIP5,6324990,,S000006186,ORF|Verified,167,43.46,,,,,,,0,0,0,,1699.5,1500,432,,,3,1.3,0.89,1.73,,68097,9.55,0.227,608,0.253,0.557,0.290461,0.149671,124,0.2
YPL266W,DIM1,6324989,,S000006187,ORF|Verified,116,30.69,,,,1,0.28,748,0,4.96E-05,2.61E-05,0.95,,,,,,1,2.1,1.71,1.603333333,,35951,10.35,0.177,318,0.178,0.51,-0.297484,0.072327,68,0.21
YPL267W,YPL267W,6324988,,S000006188,ORF|Uncharacterized,92,24.5,,,,,,,0,0,0,,,,688,,,,0.4,0.98,0.69,,23870,10.38,0.114,209,0.035,0.435,-0.814354,0.062201,64,0.31
YPL268W,PLC1,6324987,,S000006189,ORF|Verified,315,77.12,,,,,,,0,0,0,,,,,,,,0.4,1.1,0.75,,100547,9.84,0.132,869,0.017,0.427,-0.423015,0.096663,213,0.25
YPL269W,KAR9,6324986,,S000006190,ORF|Verified,241,57.73,,,,,,,0,0,0,,,,656,,,,,0.59,,,74244,9.16,0.13,644,0.015,0.424,-0.571739,0.071429,192,0.3
YPL270W,MDL2,6324985,,S000006191,ORF|Verified,258,65.85,,,,,,,0,0,0,,88.5,165.533289,3390,,,1,0.6,0.9,0.833333333,,85136,9.75,0.115,773,0.035,0.418,-0.088228,0.071151,199,0.26
YPL271W,ATP15,6324984,,S000006192,ORF|Verified,17,6.64,,,,,,,0,0,0,,1437.5,1182,4280,,,,5.4,2.81,4.105,,6743,10.64,0.168,62,0.129,0.467,-0.372581,0.096774,18,0.29
YPL272C,YPL272C,6324983,,S000006193,ORF|Uncharacterized,134,40.91,2,0.3,1364,,,,0.000110375,0,5.22E-05,-1.49,,,,,,,0.2,0.75,0.475,,59389,5.9,0.129,517,-0.007,0.416,-0.305609,0.110251,135,0.26
YPL273W,SAM4,6324982,,S000006194,ORF|Verified,85,23.13,,,,,,,0,0,0,,845.5,900.5,60300,,,1,6.2,2.49,3.23,,36668,4.98,0.214,325,0.213,0.541,-0.312,0.101538,81,0.25
YPL274W,SAM3,6324981,,S000006195,ORF|Verified,116,24.96,,,,,,,0,0,0,,497,271,1300,,,,1.2,0.72,0.96,,64353,7.73,0.164,587,0.198,0.521,0.408177,0.124361,135,0.23
YPL277C,YPL277C,6324978,,S000006198,ORF|Uncharacterized,142,41.47,,,,,,,0,0,0,,,,,,,,0.1,0.63,0.365,,54537,5.43,0.122,487,0.077,0.437,-0.318686,0.088296,109,0.22
YPL278C,YPL278C,6324977,,S000006199,ORF|Uncharacterized,22,5.84,,,,,,,0,0,0,,,,,,,,0.3,0.87,0.585,,11421,4.69,0.194,100,0.188,0.527,-0.663,0.07,29,0.29
YPL279C,YPL279C,6324976,,S000006200,ORF|Uncharacterized,61,12.82,,,,,,,0,0,0,,,,,,,,0.6,0.77,0.685,,41971,8.46,0.154,375,0.137,0.492,0.4312,0.141333,91,0.24
YPL280W,YPL280W,6324975,,S000006201,ORF|Uncharacterized,73,20.53,,,,,,,0,0,0,,,,,,,,,0.61,,,25940,7.71,0.146,237,0.116,0.476,-0.154009,0.113924,52,0.22
YPL281C,ERR2,6324974,,S000006202,ORF|Verified,121,30.92,1,0.27,812,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,,0.9,,,47327,5.04,0.161,437,0.188,0.512,-0.154691,0.070938,99,0.23
YPL282C,YPL282C,6324973,,S000006203,ORF|Uncharacterized,27,8.18,,,,,,,0,0,0,,,,,,,,0.3,0.58,0.44,,17714,6.79,0.372,164,0.507,0.706,0.256098,0.091463,46,0.28
YPL283C,YRF1-7,6324972,,S000006204,ORF|Verified,617,148.55,,,,,,,0,0,0,,,,,,,,5.8,1.52,3.66,,211113,7.19,0.106,1859,0.037,0.424,-0.373749,0.094137,480,0.26
YPR001W,CIT3,6325257,,S000006205,ORF|Verified,121,32.35,,,,,,,0,0,0,,,,,,,,0.1,0.62,0.36,,53811,8.74,0.11,486,0.079,0.435,-0.123663,0.076132,118,0.24
YPR002C-A,YPR002C-A,6325259,,S000007254,ORF|Dubious,5,1.21,,,,,,,0,0,0,,,,,,,,,,,,7227,4.43,0.107,65,-0.065,0.397,0.590769,0.076923,,
YPR002W,PDH1,6325258,,S000006206,ORF|Verified,177,48.75,,,,,,,0,0,0,,,,2730,,,,0.2,0.74,0.47,,57683,9.8,0.114,516,0.003,0.407,-0.190504,0.085271,100,0.19
YPR003C,YPR003C,6325260,,S000006207,ORF|Uncharacterized,162,39.03,,,,,,,0,0,0,,,,,,,,0.3,0.51,0.405,,83383,8.32,0.098,754,-0.027,0.392,0.147347,0.099469,194,0.26
YPR004C,YPR004C,6325261,,S000006208,ORF|Verified,106,28.46,6,0.73,14309,5,0.99,14261,0.000331126,0.000247844,0.000287251,-0.48,682.5,891.5,2950,,8629.620232,3,2,2.04,2.346666667,,36802,8.66,0.146,344,0.089,0.45,0.060465,0.052326,88,0.26
YPR005C,HAL1,6325262,,S000006209,ORF|Verified,99,28.32,,,,,,,0,0,0,,,,,,,1,0.2,1.19,0.796666667,,32994,9.2,0.116,294,-0.054,0.394,-0.761905,0.085034,90,0.31
YPR006C,ICL2,6325263,,S000006210,ORF|Verified,192,53.11,1,0.29,508,1,0.64,988,5.52E-05,4.96E-05,5.22E-05,-0.08,,,1080,,793.8452657,1,0.4,0.95,0.783333333,,64975,7.56,0.144,575,0.102,0.463,-0.404696,0.09913,153,0.27
YPR007C,SPO69,6325264,,S000006211,ORF|Verified,196,53.01,,,,,,,0,0,0,,,,,,,,,1.77,,,77201,4.91,0.131,680,0.017,0.424,-0.773235,0.091176,170,0.25
YPR008W,HAA1,6325265,,S000006212,ORF|Verified,195,42.28,,,,,,,0,0,0,,54.5,59,339,,,2,1,1.77,1.59,,76670,8.74,0.127,694,0.04,0.425,-0.864265,0.044669,222,0.32
YPR009W,SUT2,6325266,,S000006213,ORF|Verified,100,20.22,,,,,,,0,0,0,,,,,,,,1.3,2.1,1.7,,30257,9.71,0.127,268,0.042,0.437,-0.500373,0.08209,67,0.25
