ORF,CommName,Fold,Cont-mean-Int,Cont-SD-Int,MMS-mean-Int,MMS-SD-Int,Localization,Function
YKL127W,PGM1,0.85,22.13,2.01,18.84,1.8,cytoplasm,"Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism"
YKL175W,ZRT3,0.85,10.67,5.32,9.11,3.06,vacuole,Function not found
YKR016W,FMP13,0.85,7.95,1.22,6.73,1.31,"ambiguous,mitochondrion","Mitochondrial inner membrane protein, ortholog of mammalian mitofilin; involved in import of intermembrane space proteins, probably by positioning Mia40p relative to the TOM complex to receive incoming proteins; also has an essential role in the maintenan"
YLR143W,,0.85,12.31,4.49,10.48,1.5,cytoplasm,Putative protein of unknown function; green fluorescent protein (GFP)-tagged protein localizes to the cytoplasm; YLR143W is not an essential gene
YLR210W,CLB4,0.85,5.63,1.74,4.76,1.55,"nucleus,spindle pole","B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation"
YLR222C,UTP13,0.85,15.72,2.77,13.39,1.71,nucleolus,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
YLR237W,THI7,0.85,9.54,3.33,8.13,2.96,"cell periphery,vacuole","Plasma membrane transporter responsible for the uptake of thiamine, member of the major facilitator superfamily of transporters; mutation of human ortholog causes thiamine-responsive megaloblastic anemia"
YML018C,,0.85,19.47,3.31,16.6,2.71,vacuolar membrane,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene
YML067C,ERV41,0.85,17.51,1.19,14.87,0.72,ER,"Protein localized to COPII-coated vesicles, forms a complex with Erv46p; involved in the membrane fusion stage of transport; has homology to human ERGIC2 (PTX1) protein"
YML112W,CTK3,0.85,15.86,3.2,13.55,1.03,"cytoplasm,nucleus","Gamma subunit of C-terminal domain kinase I (CTDK-I), which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity"
YMR021C,MAC1,0.85,9.52,0.47,8.05,2.45,"cytoplasm,nucleus",Copper-sensing transcription factor involved in regulation of genes required for high affinity copper transport
YMR024W,MRPL3,0.85,20.54,6.24,17.39,3.97,mitochondrion,Mitochondrial ribosomal protein of the large subunit
YMR142C,RPL13B,0.85,106.13,10.72,89.87,10.35,cytoplasm,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl13Ap; not essential for viability; has similarity to rat L13 ribosomal protein"
YMR216C,SKY1,0.85,22.1,0.11,18.73,1.23,cytoplasm,SR protein kinase (SRPK) involved in regulating proteins involved in mRNA metabolism and cation homeostasis; similar to human SRPK1
YMR233W,,0.85,11.62,3.33,9.89,0.62,"cytoplasm,nucleolus,nucleus","Non-essential sumoylated protein of unknown function with similarity to components of human SWI/SNF complex including SMRD3; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm, nucleus and nucleolus"
YNL309W,STB1,0.85,9.34,1.51,7.94,1.52,"cytoplasm,nucleus","Protein with a role in regulation of MBF-specific transcription at Start, phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p and binding is required for Stb1p function; expression is cell-cycle regulated"
YNL326C,,0.85,10.85,2.18,9.17,0.79,vacuole,"Palmitoyltransferase for Vac8p, required for vacuolar membrane fusion; contains an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; autoacylates; required for vacuolar integrity under stress conditions"
YNL329C,PEX6,0.85,14.71,2.76,12.52,2.2,peroxisome,AAA-peroxin that heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol
YOR073W,SGO1,0.85,6.95,3.16,5.93,2.73,"nucleus,spindle pole","Component of the spindle checkpoint, involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability"
YPL183W-A,,0.85,19.07,3.25,16.27,2.52,mitochondrion,"Protein involved translation; mutants have defects in biogenesis of nuclear ribosomes; sequence similar to prokaryotic ribosomal protein L36, may be a mitochondrial ribosomal protein encoded in the nucleus"
YPR101W,SNT309,0.85,9.53,3.75,8.15,1.62,nucleus,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; interacts physically and genetically with Prp19p"
YAL008W,FUN14,0.84,10.55,3.33,8.85,0.7,mitochondrion,Mitochondrial protein of unknown function
YAL026C,DRS2,0.84,21.08,4.76,17.66,3.47,"early Golgi,late Golgi",Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation and endocytosis; mutations in human homolog ATP8B1 result in liver disease
YBL052C,SAS3,0.84,12.27,1.54,10.36,3.38,nucleus,"Histone acetyltransferase catalytic subunit of NuA3 complex that acetylates histone H3, involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal"
YBL111C,,0.84,11.44,3.96,9.64,2.32,ambiguous,Helicase-like protein encoded within the telomeric Y' element
YBR194W,SOY1,0.84,9.48,3.69,7.95,3.66,nucleus,"Protein proposed to be associated with the nuclear pore complex; null mutant is viable, displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress"
YBR221C,PDB1,0.84,40.22,13.84,33.91,3.24,mitochondrion,"E1 beta subunit of the pyruvate dehydrogenase (PDH) complex, which is an evolutionarily-conserved multi-protein complex found in mitochondria"
YCR038C,BUD5,0.84,6.23,2.1,5.26,5.77,"bud neck,cell periphery",GTP/GDP exchange factor for Rsr1p (Bud1p) required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types
YDL042C,SIR2,0.84,9.76,1.55,8.23,0.82,nuclear periphery,"Conserved NAD+ dependent histone deacetylase of the Sirtuin family involved in regulation of lifespan; plays roles in silencing at HML, HMR, telomeres, and the rDNA locus; negatively regulates initiation of DNA replication"
YDL060W,TSR1,0.84,12.19,1.04,10.28,3.02,"cytoplasm,nucleus",Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p
YDL207W,GLE1,0.84,13.93,1.62,11.77,1.33,nuclear periphery,"Cytoplasmic nucleoporin required for polyadenylated RNA export; not essential for protein import; contains a nuclear export signal; when bound to inositol hexakisphosphate (IP6), functions as an activator for the Dbp5p ATPase activity at the nuclear pore "
YDR051C,,0.84,13.46,2.93,11.32,2.11,"cytoplasm,nucleus",Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel
YDR201W,SPC19,0.84,8.9,4.06,7.46,1.51,spindle pole,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body"
YDR202C,RAV2,0.84,13.55,2.57,11.42,2.16,ambiguous,"Subunit of RAVE (Rav1p, Rav2p, Skp1p), a complex that associates with the V1 domain of the vacuolar membrane (H+)-ATPase (V-ATPase) and promotes assembly and reassembly of the holoenzyme"
YDR236C,FMN1,0.84,10.25,2.53,8.62,3.28,cytoplasm,"Riboflavin kinase, phosphorylates riboflavin to form riboflavin monophosphate (FMN), which is a necessary cofactor for many enzymes; localizes to microsomes and to the mitochondrial inner membrane"
YDR441C,APT2,0.84,9.95,2.05,8.37,3.86,cytoplasm,"Apparent pseudogene, not transcribed or translated under normal conditions; encodes a protein with similarity to adenine phosphoribosyltransferase, but artificially expressed protein exhibits no enzymatic activity"
YDR530C,APA2,0.84,12.02,4.62,10.05,1.26,"cytoplasm,nucleus","Diadenosine 5',5''-P1,P4-tetraphosphate phosphorylase II (AP4A phosphorylase), involved in catabolism of bis(5'-nucleosidyl) tetraphosphates; has similarity to Apa1p"
YEL005C,VAB2,0.84,14.35,14.73,12.12,0.53,punctate composite,"Protein with a potential role in vacuolar function, as suggested by its ability to bind Vac8p; likely member of BLOC complex involved in endosomal cargo sorting; Vab2p-GFP-fusion localizes to cytoplasm in punctate patter"
YEL050C,RML2,0.84,9.7,4.27,8.14,1.47,"cytoplasm,nucleus","Mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L2 ribosomal protein; fat21 mutant allele causes inability to utilize oleate and may interfere with activity of the Adr1p transcription factor"
YER077C,,0.84,8.74,3.07,7.32,1.46,mitochondrion,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport
YER169W,RPH1,0.84,8.03,2.17,6.73,1.39,nucleus,JmjC domain-containing histone demethylase; specifically demethylates H3K36 tri- and dimethyl modification states; associates with actively transcribed (RNA polymerase II) regions in vivo and specifically targets H3K36 in its trimethylation state as its s
YGL247W,BRR6,0.84,16.41,5.38,13.72,1.77,nuclear periphery,"Essential nuclear envelope integral membrane protein required for nuclear envelope morphology, nuclear pore complex localization, nuclear export; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism"
YGR215W,RSM27,0.84,15.98,4.88,13.39,2.09,mitochondrion,Mitochondrial ribosomal protein of the small subunit
YHR045W,,0.84,16.17,3.92,13.65,1.89,ER,Putative protein of unknown function; possible role in iron metabolism and/or amino acid and carbohydrate metabolism; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum
YHR060W,VMA22,0.84,11.03,2.31,9.31,1.57,ER,"Peripheral membrane protein that is required for vacuolar H+-ATPase (V-ATPase) function, although not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)"
YHR079C,IRE1,0.84,9.82,0.81,8.23,2.1,ER,Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; Kar2p binds inactive Ire1p and releases from it upon ER stress
YHR136C,SPL2,0.84,8.33,2.61,6.98,2.77,punctate composite,Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation; overproduction suppresses a plc1 null mutation; GFP-fusion protein localizes to the cytoplasm
YHR195W,NVJ1,0.84,13.51,2.78,11.34,0.59,"nucleus,spindle pole","Nuclear envelope protein, anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)"
YIL056W,,0.84,10.27,2.16,8.6,2.27,"cytoplasm,nucleus","Transcriptional activator, required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations"
YJL200C,,0.84,35.61,3.2,29.95,2.93,mitochondrion,"Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol"
YJR024C,,0.84,7.79,1.2,6.56,0.48,cytoplasm,5'-methylthioribulose-1-phosphate dehydratase; acts in the methionine salvage pathway; potential Smt3p sumoylation substrate; expression downregulated by caspofungin and deletion mutant is caspofungin resistant
YKL120W,OAC1,0.84,19.18,2.02,16.03,0.45,mitochondrion,"Mitochondrial inner membrane transporter, transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family"
YLL034C,RIX7,0.84,9.84,1.11,8.29,1.99,"nucleolus,nucleus","Putative ATPase of the AAA family, required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions"
YLR017W,MEU1,0.84,16.82,4.97,14.06,2.01,"cytoplasm,nucleus","Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression"
YLR139C,SLS1,0.84,11.35,1.59,9.48,2.48,mitochondrion,Mitochondrial membrane protein that coordinates expression of mitochondrially-encoded genes; may facilitate delivery of mRNA to membrane-bound translation machinery
YLR195C,NMT1,0.84,10.84,0.3,9.08,0.96,cytoplasm,"N-myristoyl transferase, catalyzes the cotranslational, covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction"
YLR199C,,0.84,11.05,1.25,9.26,0.46,cytoplasm,Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly
YML020W,,0.84,12.84,1.4,10.78,1.33,ambiguous,Putative protein of unknown function
YML035C,AMD1,0.84,17.24,2.73,14.48,2.3,cytoplasm,"AMP deaminase, tetrameric enzyme that catalyzes the deamination of AMP to form IMP and ammonia; may be involved in regulation of intracellular adenine nucleotide pools"
YML075C,HMG1,0.84,27.51,9.17,23.19,1.16,nuclear periphery,"One of two isozymes of HMG-CoA reductase that catalyzes the conversion of HMG-CoA to mevalonate, which is a rate-limiting step in sterol biosynthesis; localizes to the nuclear envelope; overproduction induces the formation of karmellae"
YNL022C,,0.84,10.49,4.36,8.85,1.55,"cytoplasm,nucleolus,nucleus","Putative cytosine 5-methyltransferase, contains seven beta-strand methyltransferase motif similar to NOP2/YNL061W; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; predicted to be involved in ribosome biogenesis"
